iter	Passed	Remaining
1643	796761	172534
1644	797197	172039
1645	797655	171549
1646	798083	171052
1647	798514	170556
1648	798934	170058
1649	799461	169582
1650	799876	169083
1651	800433	168614
1652	800886	168123
1653	801361	167636
1654	801800	167142
1655	802300	166661
1656	802727	166165
1657	803132	165664
1658	803713	165199
1659	804146	164704
1660	804630	164220
1661	805083	163729
1662	805626	163256
1663	806129	162776
1664	806600	162288
1665	807087	161805
1666	807496	161305
1667	808033	160831
1668	808492	160342
1669	809031	159868
1670	809478	159376
1671	809854	158871
1672	810306	158380
1673	810835	157904
1674	811369	157429
1675	811818	156938
1676	812313	156456
1677	812788	155970
1678	813252	155481
1679	813749	154999
1680	814353	154538
1681	814702	154028
1682	815047	153517
1683	815450	153017
1684	815916	152530
1685	816429	152051
1686	816845	151554
1687	817242	151054
1688	817715	150568
1689	818153	150075
1690	818599	149584
1691	819070	149098
1692	819567	148616
1693	820008	148124
1694	820424	147628
1695	820959	147153
1696	821470	146673
1697	822086	146213
1698	822487	145714
1699	822948	145226
1700	823395	144735
1701	823820	144241
1702	824246	143747
1703	824597	143239
1704	825041	142749
1705	825446	142251
1706	825996	141779
1707	826521	141302
1708	826870	140795
1709	827321	140305
1710	827810	139823
1711	828196	139322
1712	828562	138819
1713	829002	138328
1714	829448	137838
1715	829970	137361
1716	830323	136855
1717	830724	136358
1718	831077	135853
1719	831605	135377
1720	832053	134888
1721	832539	134405
1722	832992	133916
1723	833458	133430
1724	833926	132944
1725	834315	132446
1726	834674	131943
1727	835115	131453
1728	835570	130965
1729	835998	130473
1730	836421	129981
1731	836861	129491
1732	837386	129014
1733	837930	128540
1734	838363	128049
1735	838925	127578
1736	839400	127094
1737	839844	126604
1738	840294	126116
1739	840773	125632
1740	841295	125155
1741	841715	124662
1742	842206	124180
1743	842716	123701
1744	843171	123214
1745	843548	122715
1746	843964	122222
1747	844434	121737
1748	844934	121257
1749	845294	120756
1750	845737	120267
1751	846314	119797
1752	846739	119306
1753	847185	118818
1754	847611	118327
1755	847987	117829
1756	848442	117342
1757	849014	116872
1758	849628	116407
1759	849989	115907
1760	850423	115418
1761	850918	114936
1762	851365	114449
1763	851959	113980
1764	852373	113488
1765	852906	113012
1766	853330	112521
1767	853680	112021
1768	854033	111521
1769	854483	111034
1770	854943	110548
1771	855477	110072
1772	855948	109588
1773	856417	109103
1774	856841	108613
1775	857387	108138
1776	857807	107648
1777	858268	107162
1778	858844	106691
1779	859460	106225
1780	859833	105729
1781	860304	105244
1782	860816	104765
1783	861173	104267
1784	861695	103789
1785	862101	103297
1786	862703	102829
1787	863126	102339
1788	863503	101844
1789	864002	101363
1790	864463	100878
1791	865069	100409
1792	865553	99927
1793	866145	99457
1794	866678	98979
1795	867126	98493
1796	867562	98005
1797	868143	97533
1798	868686	97057
1799	869140	96571
1800	869601	96085
1801	870055	95599
1802	870524	95115
1803	871049	94637
1804	871481	94148
1805	871994	93669
1806	872530	93192
1807	872956	92703
1808	873406	92217
1809	873957	91741
1810	874466	91261
1811	874956	90779
1812	875375	90289
1813	875900	89811
1814	876385	89328
1815	876819	88840
1816	877305	88358
1817	877780	87874
1818	878258	87391
1819	878824	86916
1820	879260	86429
1821	879666	85938
1822	880161	85457
1823	880601	84970
1824	881034	84482
1825	881539	84002
1826	882015	83518
1827	882461	83032
1828	882822	82538
1829	883264	82051
1830	883728	81567
1831	884161	81080
1832	884602	80593
1833	885044	80107
1834	885473	79620
1835	885844	79127
1836	886211	78635
1837	886701	78153
1838	887157	77668
1839	887555	77178
1840	888022	76695
1841	888428	76206
1842	888900	75722
1843	889350	75237
1844	889821	74754
1845	890190	74262
1846	890533	73769
1847	890886	73276
1848	891361	72793
1849	891910	72317
1850	892287	71826
1851	892787	71345
1852	893236	70861
1853	893769	70383
1854	894119	69890
1855	894554	69405
1856	894991	68919
1857	895411	68432
1858	895952	67955
1859	896475	67476
1860	89681857	92101861	89721858	92141862	89771859	92191863	89811860	92231864	89861861	92281865	89911862	92331866	89951863	92391867	90001864	92451868	90051865	92491869	90091866	92551870	90141867	92591871	90201868	92641872	90261869	92691873	90321870	92741874	90361871	92781875	90401872	92841876	90451873	92881877	90501874	92921878	905621	58318
1879	906217	57843
1880	906612	57356
1881	90701878	93111882	907544	56390
1883	90791880	93201884	908489	55425
1885	908879	54937
1886	90921883	93341887	90971884	93391888	91011885	93441889	91061886	93491890	91091887	93531891	91131888	93591892	91181889	936472	54503
1890	936948	54007
1891	937371	53507
1892	937726	53004
1893	938142	52504
1894	938602	52006
1895	939026	51507
1896	939511	51011
1897	939882	50510
1898	940300	50010
1899	940673	49509
1900	941100	49010
1901	941479	48509
1902	941965	48014
1903	942394	47515
1904	942754	47014
1905	943195	46516
1906	943701	46022
1907	944118	45523
1908	944511	45023
1909	944940	44526
1910	945402	44029
1911	945884	43534
1912	946233	43033
1913	946613	42533
1914	947049	42036
1915	947500	41539
1916	947937	41042
1917	948364	40545
1918	948848	40050
1919	949229	39551
1920	949601	39051
1921	949990	38553
1922	950418	38056
1923	950765	37556
1924	951102	37055
1925	951564	36560
1926	951942	36062
1927	952299	35563
1928	952657	35064
1929	953030	34565
1930	953463	34069
1931	953952	33575
1932	954271	33076
1933	954729	32581
1934	955241	32088
1935	955643	31591
1936	955989	31093
1937	956402	30596
1938	956770	30099
1939	957134	29602
1940	957517	29105
1941	957830	28606
1942	958312	28113
1943	958630	27614
1944	959022	27118
1945	959437	26623
1946	959920	26130
1947	960364	25636
1948	960726	25139
1949	961169	24645
1950	961593	24150
1951	962051	23657
1952	962551	23164
1953	962960	22669
1954	963358	22174
1955	963737	21679
1956	964111	21183
1957	964499	20688
1958	964948	20195
1959	965450	19703
1960	965816	19207
1961	966250	18714
1962	966602	18219
1963	966999	17725
1964	967380	17230
1965	967773	16736
1966	968163	16242
1967	968521	15748
1968	968943	15255
1969	969279	14760
1970	969628	14266
1971	969994	13772
1972	970303	13278
1973	970717	12785
1974	971156	12293
1975	971514	11799
1976	971854	11306
1977	972250	10813
1978	972639	10321
1979	973013	9828
1980	973472	9336
1981	973976	8845
1982	974344	8352
1983	974662	7860
1984	975083	7368
1985	975497	6876
1986	975970	6385
1987	976331	5893
1988	976729	5401
1989	977143	4910
1990	977558	4418
1991	978047	3927
1992	978452	3436
1993	978841	2945
1994	979221	2454
1995	979717	1963
1996	980113	1472
1997	980477	981
1998	980907	490
1999	981295	0
95
1998	995116	497
1999	995530	0
1998	1030103	515
1999	1030596	0
